Date;Type;Country;Injury
10-Jul-1964;Invalid;SOUTH AFRICA;FATAL
08-Jul-1964;Provoked;USA;No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT
Jul-1964;Unprovoked;PAPUA NEW GUINEA;FATAL, leg severed 
Jul-1964;Boat;PAPUA NEW GUINEA;No injury to occupant, canoe struck several times by shark 
29-Jun-1964;Sea Disaster;BERMUDA;7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.
28-Jun-1964;Invalid;USA;Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark
24-Jun-1964;Boat;USA;No injury to occupants, shark crashed through windshield of boat
17-Jun-1964;Boat;PAPUA NEW GUINEA;No injury to occupant, shark lifted canoe's outrigger
23-Jun-1964;Unprovoked;FIJI;Buttocks bitten
02-Jun-1964;Invalid;SOUTH AFRICA;Skeletonized, except for head & feet. Possibly a drowning / scavenging
30-May-1964;Unprovoked;PANAMA;No injury
08-May-1964;Unprovoked;FIJI;FATAL, buttocks, lower abdomen & genitalia removed  
May 1964;Unprovoked;PANAMA;FATAL, torso / abdomen severely bitten  
07-Apr-1964;Unprovoked;PAPUA NEW GUINEA;FATAL
28-Mar-1964;Unprovoked;AUSTRALIA;Left thigh lacerated
28-Mar-1964;Sea Disaster;PAPUA NEW GUINEA;Presumed FATAL
05-Mar-1964;Unprovoked;USA;Minor injury, abdomen abraded when he collided with the shark
Mar-1964;Unprovoked;SENEGAL;Thigh & hand bitten
Reported 17-Feb-1964;Provoked;FIJI;Hooked shark bit boat PROVOKED INCIDENT
14-Feb-1964;Unprovoked;NEW CALEDONIA;FATAL, foot & part of other leg severed  
14-Feb-1964;Unprovoked;FIJI;FATAL, thigh and abdomen bitten 
11-Feb-1964;Unprovoked;NEW ZEALAND;Hand lacerated
10-Feb-1964;Unprovoked;NEW ZEALAND;No injury to diver, shark bit speargun
08-Feb-1954;Unprovoked;SOUTH AFRICA;Right ankle lacerated
05-Feb-1964;Unprovoked;NEW ZEALAND;Right leg & shoulder lacerated
05-Feb-1964;Unprovoked;NEW ZEALAND;FATAL, both legs bitten & right leg severed at knee 
02-Feb-1964;Invalid;AUSTRALIA;Body not recovered  / May have drowned prior to shark involvement
01-Feb-1964;Boat;NEW ZEALAND;No injury to occupants , shark nudged oars
Feb-1964;Unprovoked;USA;No injury
Feb-1964;Unprovoked;COSTA RICA;FATAL, right arm & left thigh bitten 
27-Jan-1964;Unprovoked;FIJI;FATAL
23-Jan-1964;Unprovoked;SOUTH AFRICA;Heel & ankle bitten
22-Jan-1964;Unprovoked;SOUTH AFRICA;Heel bitten
21-Jan-1964;Boat;SOUTH AFRICA;No injury to occupants, shark holed  boat
18-Jan-1964;Unprovoked;AUSTRALIA;Arm lacerated
11-Jan-1964;Unprovoked;USA;Leg & thigh bitten
Reported 06-Jan-1964;Unprovoked;PAPUA NEW GUINEA;FATAL
04-Jan-1964;Unprovoked;FIJI;Deep lacerations to her right thigh
01-Jan-1964;Unprovoked;AUSTRALIA;
01-Jan-1964;Unprovoked;SOUTH AFRICA;Lacerations and puncture wounds in right arm 
Jan-1964;Invalid;NEW ZEALAND;No injury
29-Dec-1963;Unprovoked;SOUTH AFRICA;Right hand & foot severed, thigh & buttock lacerated
26-Dec-1963;Unprovoked;SOUTH AFRICA;Lower leg bitten & foot severed, leg surgically amputated below knee
26-Dec-1963;Unprovoked;AUSTRALIA;No injury, shark's tail struck his armpit
25-Dec-1963;Unprovoked;SOUTH AFRICA;FATAL, shoulders, arms, abdomen & foot bitten  
22-Dec-1963;Invalid;ATLANTIC OCEAN;"One woman reported to have suffered fish bites, but cause of her death was exposure & drowning"""
22-Dec-1963;Provoked;SOUTH AFRICA;Foot lacerated  PROVOKED INCIDENT
21-Dec-1963;Provoked;AUSTRALIA;7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT
20-Dec-1963;Unprovoked;SOUTH AFRICA;Foot lacerated
20-Dec-1963;Unprovoked;SOUTH AFRICA;FATAL, arm severed, leg bitten
08-Dec-1963;Unprovoked;AUSTRALIA;Torso & hand lacerated
04-Dec-1963;Unprovoked;NEW BRITAIN;FATAL, leg severely bitten
30-Nov-1963 ;Unprovoked;NEW ZEALAND;Hand & lower leg severely injured
30-Nov-1963;Provoked;PAPUA NEW GUINEA;Left arm lacerated  PROVOKED INCIDENT
28-Nov-1963;Unprovoked;FIJI;Elbow bitten
25-Nov-1963;Unprovoked;FIJI;Ankle & foot bitten
Reported 16-Nov-1963;Unprovoked;ITALY;No injury
14-Nov-1963;Provoked;AUSTRALIA;No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT
12-Nov-1963;Provoked;USA;No injury PROVOKED INCIDENT
Reported 05-Nov-1963;Unprovoked;PAPUA NEW GUINEA;Thigh lacerated 
04-Nov-1963;Unprovoked;PALAU;Left calf lacerated
16-Oct-1963;Unprovoked;USA;Right thigh &  foot bruised, right calf  lacerated
15-Oct-1963;Provoked;NORTH PACIFIC OCEAN;Right hand lacerated, PROVOKED INCIDENT
29-Sep-1963;Unprovoked;CHILE;FATAL
26-Sep-1963;Invalid;USA;"Numerous dusky sharks & a 3 m to 4.6 m [10' to 15']  tiger sharks tried to overturn raft and one took Mrs. Dumas' body; scavenging by shark/s"
22-Sep-1963;Unprovoked;SOLOMON ISLANDS;FATAL, right thigh, calf & foot bitten 
13-Sep-1963;Provoked;AUSTRALIA;"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT"
10-Sep-1963;Provoked;USA;Minor injury to left forearm  PROVOKED INCIDENT
Aug-1963;Unprovoked;DOMINICAN REPUBLIC;"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" "
28-Jul-1963;Unprovoked;FEDERATED STATES OF MICRONESIA;Upper left arm bitten
15-Jul-1963;Unprovoked;USA;Left forearm bitten, surgically amputated?
11-Jul-1963;Provoked;USA;Cuts on right hand, PROVOKED INCIDENT
Reported 10-Jul-1963;Sea Disaster;JAMAICA;No survivors & a body sighted could not be recovered because of sharks
Jul-1963;Unprovoked;PANAMA;FATAL, foot nearly severed 
01-Jun-1963;Unprovoked;GREECE;FATAL
01-Jun-1963;Provoked;PAPUA NEW GUINEA;Hooked shark bit his nose, arm and leg PROVOKED INCIDENT
18-May-1963;Invalid;USA;3 lacerations below right knee
14-May-1963;Sea Disaster;PHILIPPINES;Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks, and survivors were rescued after spending 3 days in the water.
22-Apr-1963;Provoked;AUSTRALIA;Foot lacerated by netted shark PROVOKED INCIDENT
20-Apr-1963;Unprovoked;USA;FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  
17-Apr-1963;Unprovoked;SOUTH AFRICA;Buttock bitten
13-Apr-1963;Unprovoked;AUSTRALIA;Arm bitten
12-Apr-1963;Unprovoked;USA;Left foot & leg bitten
08-Apr-1963;Invalid;USA;May have drowned prior to shark involvement, partial remains recovered
30-Mar-1963;Sea Disaster;SOLOMON ISLANDS;FATAL
27-Feb-1963;Unprovoked;PAPUA NEW GUINEA;Right shoulder bitten
24-Feb-1963;Unprovoked;AUSTRALIA;Left leg lacerated
08-Feb-1963;Unprovoked;FIJI;Left arm bitten
06-Feb-1963;Unprovoked;MAURITIUS;Laceration to right forearm
04-Feb-1963;Invalid;USA;Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen
30-Jan-1963;Unprovoked;FIJI;Hand & arm severely lacerated
28-Jan-1963;Unprovoked;AUSTRALIA;FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  
26-Jan-1963;Invalid;AUSTRALIA;9' shark in area when he disappeared, body not recovered
22-Jan-1963;Boat;SOUTH AFRICA;No injury to occupant, shark leapt inside boat
14-Jan-1963;Provoked;NEW ZEALAND;Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT
12-Jan-1963;Provoked;SOUTH AFRICA;Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT
11-Jan-1963;Unprovoked;SOUTH AFRICA;Lacerations & punctures on left  forearm
06-Jan-1963;Unprovoked;SOUTH AFRICA;Lacerations to right  arm
04-Jan-1963;Provoked;AUSTRALIA;"No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT"
Jan-1963;Boat;MOZAMBIQUE;No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes
Early 1963;Unprovoked;FIJI;No details
1963;Unprovoked;SEYCHELLES;Fatal
30-Dec-1962;Provoked;SOUTH AFRICA;Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT
09-Dec-1962;Unprovoked;AUSTRALIA;FATAL, right leg bitten thigh to calf  
Dec-1962;Boat;SOUTH AFRICA;No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck
29-Nov-1962;Unprovoked;AUSTRALIA;No injury, shark bit spear & dragged diver 90'
25-Nov-1962;Invalid;AUSTRALIA;Skeletonized, except for head & feet. Possible drowning / scavenging
11-Nov-1962;Unprovoked;USA;Arm, hand, buttock, leg and thigh bitten
10-Nov-1962;Boat;AUSTRALIA;No injury to occupants. Shark rammed boat as they were pulling in a flathead
Nov-1962;Sea Disaster;MID ATLANTIC OCEAN;No injury, shark bit his boot
28-Oct-1962;Unprovoked;SOUTH AFRICA;Arm lacerated (minor injury)
25-Oct-1962;Unprovoked;MEXICO;FATAL, both legs bitten  
15-Oct-1962;Unprovoked;ADMIRALTY ISLANDS;Facial lacerations
14-Oct-1962;Boat;AUSTRALIA;"No injury to occupant, shark ""nibbled"" at boat"
06-Oct-1962;Invalid;USA;Drowned due to CO2 poisoning - Post Mortem scavanging by blue shark
Oct-1962;Unprovoked;PANAMA;FATAL, body not recovered
30-Sep-1962;Unprovoked;BRITISH WEST INDIES;Left thigh & hand & speargun bitten
22-Sep-1962;Unprovoked;MEXICO;Left arm severely bitten, surgically amputated
13-Sep-1962;Unprovoked;SOUTH ATLANTIC OCEAN;FATAL, he died within minutes of being hauled back onboard the Stirling Castle
02-Sep-1962 ;Unprovoked;ITALY;FATAL, multiple injuries to both legs  
Reported 31-Aug-1962;Provoked;ISRAEL;Details unknown, possibly a PROVOKED INCIDENT
30-Aug-1962;Boat;TURKEY;No injury 
30-Aug-1962;Provoked;PAPUA NEW GUINEA;Posterior lower left leg lacerated by netted shark PROVOKED INCIDENT
29-Aug-1962;Provoked;USA;Struck shark with abalone bar to scare it away from abalone, but shark bit his shoulder  PROVOKED INCIDENT
26-Aug-1962;Boat;USA;No injury to occupants, sharks tore Max Butcher's life jacket & pants
23-Aug-1962;Boat;SOUTH AFRICA;No injury to occupants, shark hit boat, lifting it from the water, bit & dented propeller
19-Aug-1962;Unprovoked;USA;FATAL, lower right leg bitten
12-Aug-1962;Unprovoked;USA;Left thigh & hand bitten
01-Aug-1962;Unprovoked;PAPUA NEW GUINEA;FATAL, right thigh severely bitten, right ankle lacerated 
Late Aug-1962;Unprovoked;ITALY;No injury
Aug-1962;Unprovoked;SENEGAL;Ankle bitten
28-Jul-1962;Unprovoked;USA;Lacerations on left foot & hand
20-Jul-1962;Provoked;MADAGASCAR;Right calf lacerated by boated shark PROVOKED INCIDENT
19-Jul-1962;Provoked;USA;2 lacerations on left hand by hooked shark, PROVOKED INCIDENT
10-Jul-1962;Unprovoked;USA;Cuts on fingers, hand & wrist
07-Jul-1962;Unprovoked;USA;Laceration on hand
Reported 03-Jul-1962;Invalid;GREECE;No injury
25-Jun-1962;Invalid;USA;FATAL
21-Jun-1962;Boat;SOUTH AFRICA;No injury to occupants, shark charged boat, then 2 more sharks hit boat, oar grabbed, boat finally drifted ashore at 02h00
17-Jun-1962;Unprovoked;USA;"8"" laceration on left calf"
11-Jun-1962;Unprovoked;USA;2 toes bitten off 
11-Jun-1962;Unprovoked;USA;FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.
11-Jun-1962;Unprovoked;USA;FATAL, but shark involvement uncomfirmed. Death may have been due to drowning.
10-Jun-1962;Unprovoked;PAPUA NEW GUINEA;FATAL, chest & leg bitten 
10-Jun-1962;Unprovoked;USA;Thigh bitten
07-Jun-1962;Boat;AUSTRALIA;No injury to occupant, shark grabbed anchor rope, pulling bow of boat downward & then bit bow of boat
04-Jun-1962;Provoked;USA;Right forearm bitten PROVOKED INCIDENT
03-Jun-1962;Unprovoked;USA;Left foot bitten
29-May-1962;Unprovoked;USA;Bitten on leg or ankle
12-May-1962;Sea Disaster;USA;Bodies of 5 of the 6 men on board were bitten by by sharks. Sharks may have contributed to the death of some of them.
May 1962;Boat;FIJI;No injury, sharks rammed boat and bit outboard motor
20-Apr-1962;Provoked;AUSTRALIA;No injury to occupants, hooked shark cracked hull PROVOKED INCIDENT
09-Apr-1962;Unprovoked;MOZAMBIQUE;Leg bitten, surgically amputated at knee
07-Apr-1962;Unprovoked;SOUTH AFRICA;Left ankle & foot bitten
05-Apr-1962;Provoked;SOUTH AFRICA;Hooked shark bit boat PROVOKED INCIDENT
25-Mar-1962;Provoked;NEW ZEALAND;Left foot bitten by hooked shark PROVOKED INCIDENT
25-Mar-1962;Boat;AUSTRALIA;No injury to occupants. Shark holed boat & they swam 200 yards to shore
24-Mar-1962;Unprovoked;PAPUA NEW GUINEA;FATAL, calf bitten, other leg severed below knee
23-Feb-1962;Unprovoked;PAPUA NEW GUINEA;Torso lacerated
18-Feb-1962;Provoked;NEW ZEALAND;Mistook shark's tail for kelp & grabbed it, legs abraded by shark's fins PROVOKED INCIDENT
15-Feb-1962;Unprovoked;AUSTRALIA;Middle finger of right hand lacerated
07-Feb-1962;Unprovoked;SOUTH AFRICA;FATAL, calf bitten twice
05-Feb-1962;Unprovoked;SOUTH AFRICA;FATAL, tissue removed from thigh, femoral artery severed 
04-Feb-1962;Unprovoked;AUSTRALIA;Shin bitten
02-Feb-1962;Boat;NEW ZEALAND;
Feb-1962;Unprovoked;SOLOMON ISLANDS;FATAL, shoulder & thigh bitten 
27-Jan-1962;Unprovoked;NEW ZEALAND;Left hand injured: gash on back of hand, toothmarks on palm
26-Jan-1962;Unprovoked;MOZAMBIQUE;
21-Jan-1962;Provoked;AUSTRALIA;Suffered from shock & immersion after being dragged underwater  by speared shark PROVOKED INCIDENT
18-Jan-1962;Invalid;SOUTH AFRICA;Possible drowning / post mortem scavenging by Zambesi shark
16-Jan-1962;Provoked;NEW ZEALAND;No injury to occupants, hooked shark attacked boat PROVOKED INCIDENT
15-Jan-1962;Unprovoked;NEW ZEALAND;Shark struck him on shoulder injuring skin under suit
14-Jan-1962;Unprovoked;USA;Buttock bitten & major leg wound
14-Jan-1962;Provoked;AUSTRALIA;Speared shark bit gunwale of boat as it was being hauled onboard PROVOKED INCIDENT
14-Jan-1962;Unprovoked;AUSTRALIA;Dorsum of foot lacerated & toe severed
11-Jan-1962;Boat;AUSTRALIA;No injury to occupant, shark bit propeller & lifted boat several feet
11-Jan-1962;Unprovoked;PAPUA NEW GUINEA;Left leg & buttocks bitten
11-Jan-1962;Unprovoked;NEW ZEALAND;Right foot lacerated 
10-Jan-1962;Boat;AUSTRALIA;"No injury to fisherman Alf Dean & other occupants; shark bit stern of boat"
08-Jan-1962;Invalid;AUSTRALIA;Remains recovered from 10' shark, but shark involvement prior to death unconfirmed
07-Jan-1962;Provoked;AUSTRALIA;"No injury to occupants, shark bit 3"" piece from oar after they accidentally struck the shark PROVOKED INCIDENT"
07-Jan-1962;Unprovoked;AUSTRALIA;No injury, shark bumped board flipping him into the water
06-Jan-1962;Boat;SOUTH AFRICA;Shark rammed boat 5 times & holed it
02-Jan-1962;Provoked;AUSTRALIA;No injury to occupants, hooked shark dragged boat 2 miles PROVOKED INCIDENT
01-Jan-1962;Unprovoked;MARSHALL ISLANDS;"2.5"" laceration on right hand"
1962;Unprovoked;SPAIN;Feet severed
Jan-Jun-1962;Unprovoked;INDONESIA;FATAL
Ca. 1962;Unprovoked;AUSTRALIA;Right leg bitten
28-Dec-1961;Unprovoked;AUSTRALIA;FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack
28-Dec-1961;Unprovoked;AUSTRALIA;Hand bitten, surgically amputated
28-Dec-1961;Unprovoked;SOUTH AFRICA;Lower right leg & ankle bitten
27-Dec-1961;Provoked;AUSTRALIA;No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT
19-Dec-1961;Boat;AUSTRALIA;"No injury to occupant; shark leapt into boat"
18-Dec-1961;Unprovoked;MOZAMBIQUE;His left leg was severely bitten
18-Dec-1961;Unprovoked;AUSTRALIA;FATAL, right wrist and hand bitten, left leg severed above knee 
13-Dec-1961;Unprovoked;AUSTRALIA;Right thigh and leg lacerated
14-Nov-1961;Invalid;MEXICO;Bodies of  hurricane victims bitten by shoals of sharks, post mortem scavenging
17-Oct-1961;Unprovoked;PHILIPPINES;Right leg severed
09-Oct-1961;Invalid;USA;Skeletonized, but shark involvement may have occurred after death.
Oct-1961;Boat;VANUATU;No injury to occupant, canoe  bitten & overturned by shark
Oct-1961;Unprovoked;USA;FATAL. His body washed ashore, presumed shark attack
26-Sep-1961;Provoked;USA;Foot & lower leg abraded and lacerated when he kicked the shark PROVOKED INCIDENT
24-Sep-1961;Unprovoked;CROATIA;FATAL, hand severed & legs bitten  
24-Sep-1961;Provoked;TANZANIA;PROVOKED INCIDENT Right hand severed by hooked shark
23-Sep-1961;Unprovoked;MID ATLANTIC OCEAN;Right shoulder blade  & back lacerated
07-Sep-1961;Unprovoked;PERSIAN GULF;"3"" cut on sole of foot"
Reported 06-Sep-1961;Provoked;ITALY;Left foot & right hand bitten by netted shark PROVOKED INCIDENT
06-Sep-1961;Invalid;AUSTRALIA;Shark involvement prior to death unconfirmed
20-Aug-1961;Unprovoked;USA;Foot, leg  & groin lacerated
16-Aug-1961;Unprovoked;USA;Right arm bitten. Left leg bitten, surgically amputated 
04-Aug-1961;Unprovoked;BERMUDA;Right hand lacerated
02-Aug-1961;Unprovoked;USA;Hand bitten
01-Aug-1961;Provoked;PAPUA NEW GUINEA;Thigh lacerated PROVOKED INCIDENT
29-Jul-1961;Provoked;USA;Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT
16-Jul-1961;Unprovoked;TURKEY;Left leg injured
07-Jul-1961;Provoked;AUSTRALIA;No injury to occupant, hooked shark bit boat's rudder PROVOKED INCIDENT
Jul-1961;Unprovoked;ITALY;Foot bitten
Jul-1961;Provoked;PANAMA;FATAL, hooked shark pulled him into the water PROVOKED INCIDENT
24-Jun-1961;Unprovoked;USA;FATAL, arm severed & left side of torso removed 
18-Jun-1961;Unprovoked;USA;Lacerations to left leg
Reported 06-Jun-1961;Boat;USA;No injury to diver or occupants of the boat, shark butted boat 
02-Jun-1961;Unprovoked;NEW BRITAIN;Minor injuries to arm
01-Jun-1961;Provoked;PAPUA NEW GUINEA;Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT
21-May-1961;Unprovoked;USA;No injury, wetsuit bitten
17-May-1961;Unprovoked;NEW BRITAIN;Thumb & 2 fingers severed
15-May-1961;Unprovoked;USA;Middle finger of left hand & right forearm lacerated
07-May-1961;Provoked;AUSTRALIA;No injury, speared shark hit speargun PROVOKED INCIDENT
30-Apr-1961;Invalid;USA;Abdomen abraded
25-Apr-1961;Provoked;AUSTRALIA;Speared shark bit Davy's ankle &  Pierpont's right leg  PROVOKED INCIDENT
21-Apr-1961;Unprovoked;MOZAMBIQUE;Multiple injuries to both hands, left leg & foot
17-Apr-1961;Provoked;SOUTH AFRICA;Shark bit swimfin after diver kicked shark PROVOKED INCIDENT
16-Apr-1961;Unprovoked;USA;Thigh bitten
16-Apr-1961;Provoked;AUSTRALIA;Speared shark bit his foot  PROVOKED INCIDENT
14-Apr-1961;Unprovoked;AUSTRALIA;Tiny cuts & bruises on neck  
09-Apr-1961;Unprovoked;MOZAMBIQUE;FATAL, extensive abdominal wounds, died 4 days later  
08-Apr-1961;Sea Disaster;PERSIAN GULF;Some of the survivors said to have been bitten by sharks
03-Apr-1961;Unprovoked;AUSTRALIA;No injury, right sleeve of wetsuit ripped, weight on belt gashed
Apr-1961;Provoked;AUSTRALIA;Speared shark bit his arm & seat of pants of diving suit  PROVOKED INCIDENT
30-Mar-1961;Unprovoked;AUSTRALIA;Shark took his entire catch, lacerated his knee and tore his wet suit as it brushed past him
18-Mar-1961;Unprovoked;AUSTRALIA;Abdomen & arm bitten. Shark, holding him by the arm, leapt 4' to 5' above the surface
14-Mar-1961;Provoked;AUSTRALIA;Hooked shark hauled on board bit her foot PROVOKED INCIDENT
12-Mar-1961;Unprovoked;AUSTRALIA;Left leg bitten  & left forearm lacerated
09-Mar-1961;Unprovoked;NORTH PACIFIC OCEAN;Right elbow bitten
07-Mar-1961;Provoked;SOUTH AFRICA;Landed shark in boat bit his left leg  PROVOKED INCIDENT
Mar-1961;Unprovoked;FIJI;Right forearm bitten
17-Feb-1961;Provoked;USA;Thumb lacerated by captive shark PROVOKED INCIDENT
17-Feb-1961;Unprovoked;AUSTRALIA;Ankle bitten by small ôgummyö shark, minor injury
16-Feb-1961;Unprovoked;JAMAICA;FATAL
12-Feb-1961;Unprovoked;SOUTH AFRICA;Torso bruised & abraded 
01-Feb-1961;Unprovoked;SOUTH AFRICA;FATAL, multiple injuries to both legs, feet & left arm  
01-Feb-1961;Unprovoked;AUSTRALIA;No injury
Feb-1961;Invalid;USA;Considered a doubtful incident
25-Jan-1961;Boat;SOUTH AFRICA;No injury to occupants, shark took a gaffed fish they were bringing aboard & hit their boat
22-Jan-1961;Unprovoked;SOUTH AFRICA;Left thigh bitten 
15-Jan-1961;Provoked;AUSTRALIA;Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT
06-Jan-1961;Unprovoked;SOUTH AFRICA;Right foot, leg and hand bitten
06-Jan-1961;Sea Disaster;ATLANTIC OCEAN;3 were lost, 3 survived
06-Jan-1961;Provoked;AUSTRALIA;Finger bitten by hooked shark PROVOKED INCIDENT
05-Jan-1961;Unprovoked;MOZAMBIQUE;Leg bitten 
03-Jan-1961;Unprovoked;SOUTH AFRICA;Lower left leg bitten, abrasions on back of right leg
03-Jan-1961;Invalid;SOUTH AFRICA;Human remains (patella & remnants of black swim suit) found in 147-kg raggedtooth shark
Reported 02-Jan-1961;Boat;AUSTRALIA;No injury to occupants, shark struck boat
1961;Boat;AUSTRALIA;No injury to occupant, shark took hooked fish then bit stern of boat
01-Jan-1961;Unprovoked;COLUMBIA;Leg bitten
1961;Unprovoked;NEW CALEDONIA;Arm injured
1961;Unprovoked;SENEGAL;FATAL
1961;Sea Disaster;USA;3 of the 4 passengers killed by sharks
27-Dec-1960;Unprovoked;USA;FATAL  Shark seen attacking Riley, body recovered off Nanakuli
27-Dec-1960;Unprovoked;AUSTRALIA;Shark brushed past, minor injuries if any
24-Dec-1960;Unprovoked;SOUTH AFRICA;FATAL, legs severed 
20-Dec-1960;Unprovoked;AUSTRALIA;Left thigh lacerated
01-Dec-1960;Unprovoked;AUSTRALIA;Bitten & survived
27-Nov-1960;Unprovoked;AUSTRALIA;Right shoulder lacerated
22-Nov-1960;Invalid;USA;FATAL, probable drowning & post mortem scavenging
11-Nov-1960;Provoked;AUSTRALIA;Shark knocked him off surf-ski, he inhaled water & had to be resuscitated PROVOKED INCIDENT
06-Nov-1960;Unprovoked;AUSTRALIA;Scratches on right upper arm
Nov-1960;Boat;SOUTH AFRICA;No injury to occupants, shark bit 45 cm hole in hull
Nov-1960;Provoked;NEW GUINEA;Left wrist bitten by netted shark placed in bottom of dinghy PROVOKED INCIDENT
Nov-1960;Unprovoked;PAPUA NEW GUINEA;FATAL, severely bitten genitals & thighs 
25-Oct-1960;Sea Disaster;USA;No injury, shark hit his foot & circled
24-Oct-1960;Boat;SOUTH AFRICA;No injury to occupants, shark rammed & bit  boat
01-Oct-1960;Invalid;AUSTRALIA;Swept off rocks & presumed to have drowned, shark seen in area
Oct-1960;Unprovoked;PAPUA NEW GUINEA;Injuries to leg & foot
Oct-1960;Sea Disaster;RED SEA / INDIAN OCEAN;Sharks attacked sailors in the water, several survivors picked up
Oct-1960;Invalid;USA;"Apparently went missing while diving. Helicopter searching for him spotted school of sharks attacking a ""white object"" 15' below the surface"
Oct-1960;Boat;SOUTH AFRICA;Shark rammed boat, breaching its hull
Oct-1960;Invalid;JOHNSTON ISLAND;No injury, shark made threat display
24-Sep-1960;Provoked;USA;Multiple superficial lacerations of leg, arm & hand PROVOKED INCIDENT
22-Sep-1960;Sea Disaster;PACIFIC OCEAN;One body sighted but not recovered due to shark activity
18-Sep-1960;Boat;AUSTRALIA;No injury to occupants, toothmarks on bottom & side of dinghy
02-Sep-1960;Invalid;MARSHALL ISLANDS;No injury, shark made a threat display
01-Sep-1960;Invalid;MARSHALL ISLANDS;No injury, shark made a threat display
30-Aug-1960;Unprovoked;USA;Right leg severely lacerated
29-Aug-1960;Sea Disaster;SENEGAL;All 63 on board perished when the aircraft hit the water. Sharks hampered retrieval of bodies
25-Aug-1960;Invalid;USA;Partial human remains spotted by helicopter, shark involvement, if any, may have been post-mortum
24-Aug-1960;Unprovoked;USA;Superficial laceration of left arm
Reported 22-Aug-1960;Unprovoked;PAPUA NEW GUINEA;Lost left arm
22-Aug-1960;Unprovoked;USA;Knee ripped to bone
21-Aug-1960;Unprovoked;USA;Lower right leg bitten, surgically amputated 10 days later
14-Aug-1960;Invalid;MOZAMBIQUE;1  survivor
10-Aug-1960;Provoked;USA;Right hand bitten by hooked shark PROVOKED INCIDENT
04-Aug-1960;Provoked;ENGLAND;Arm lacerated elbow to wrist PROVOKED INCIDENT
04-Aug-1960;Unprovoked;USA;Hand lacerated
Aug-1960;Unprovoked;USA;FATAL
27-Jul-1960;Unprovoked;PAPUA NEW GUINEA;Arm severed, torso severely  lacerated
05-Jul-1960;Unprovoked;USA;Leg bitten
03-Jul-1960;Provoked;USA;Right arm bitten  PROVOKED INCIDENT
02-Jul-1960;Unprovoked;PAPUA NEW GUINEA;Right buttock slashed
29-Jun-1960;Provoked;USA;Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT
27-Jun-1960;Provoked;NEW ZEALAND;Harpooned shark bit boat PROVOKED INCIDENT
27-Jun-1960;Provoked;NORTH SEA;Right arm bitten by shark taken onboard in net PROVOKED INCIDENT
24-Jun-1960;Unprovoked;USA;No injury, shark harrassed diver & attempted to bite his swimfins
07-Jun-1960;Invalid;USA;Legs & arms bitten, coroner unable to determine if injuries occurred before death.
05-Jun-1960;Unprovoked;PHILIPPINES;FATAL, body not recovered
04-Jun-1960;Unprovoked;USA;Lower left leg & foot bitten
29-May-1960;Unprovoked;PANAMA;Face lacerated
24-May-1960;Unprovoked;BERMUDA;Foot bitten
19-May-1960;Unprovoked;USA;Left leg bitten, surgically amputated below the knee
16-May-1960;Provoked;USA;No injury, harpooned shark bit hull, leaving tooth fragments. PROVOKED INCIDENT
01-May-1960;Unprovoked;PAPUA NEW GUINEA;FATAL
30-Apr-1960;Unprovoked;SOUTH AFRICA;Multiple major injuries
24-Apr-1960;Unprovoked;USA;Foot & swim fin bitten 
22-Apr-1960;Provoked;AUSTRALIA;4 fingers of left hand were lacerated by shark he had shot in the head PROVOKED INCIDENT
Reported 20-Apr-1960;Provoked;SOUTH AFRICA;Gaffed shark bit his ankle PROVOKED INCIDENT
14-Apr-1960;Invalid;BERMUDA;No injury, 5 sharks bumped raft
12-Apr-1960;Unprovoked;AUSTRALIA;Right arm & side bruised
10-Apr-1960;Provoked;AUSTRALIA;Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT
03-Apr-1960;Unprovoked;AUSTRALIA;Minor cuts & bruises on face & neck
